year,month,day,tempHigh,tempAvg,tempLow,DPHigh,DPAvg,DPLow,humidityHigh,humidityAvg,humidityLow,SLPHigh,SLPAvg,SLPLow,visibilityHigh,visibilityAvg,visibilityLow,windAvg,Rainfall
2012,4,6,29,26,22,25,22,18,94,77,65,1013,1009,1006,5,4,4,8,0
2012,4,7,30,25,20,24,21,17,94,81,70,1011,1009,1007,5,4,2,13,0
2012,4,8,30,25,20,24,22,18,94,79,66,1010,1008,1006,6,5,4,13,0
2012,4,9,28,24,21,20,18,17,96,73,50,1012,1009,1008,6,5,3,16,5.08
2012,4,10,32,26,20,25,21,16,94,79,54,1011,1009,1007,6,4,2,10,23.88
2012,4,11,31,26,21,23,20,17,96,66,40,1011,1009,1006,6,5,4,8,0
2012,4,12,30,26,22,24,22,18,94,79,61,1009,1007,1005,5,5,3,8,0
2012,4,13,27,23,20,21,21,19,94,78,59,1013,1008,1005,5,5,1,6,11.94
2012,4,14,33,27,21,25,22,20,91,69,39,1010,1009,1007,6,5,3,3,0
2012,4,15,31,28,24,25,24,23,89,79,60,1010,1008,1005,6,5,3,5,0
2012,4,16,32,28,25,26,24,23,94,83,62,1009,1006,1004,5,4,1,3,0
2012,4,17,32,28,25,26,25,24,94,79,60,1008,1005,1003,5,5,4,5,0
2012,4,18,31,28,26,26,24,2,89,77,19,1007,1005,1003,5,5,3,6,0
2012,4,19,31,28,26,26,26,25,94,80,63,1008,1006,1004,6,5,5,10,0
2012,4,20,31,28,26,26,24,22,89,80,63,1009,1007,1005,6,5,3,6,0
2012,4,21,30,26,22,26,24,21,94,82,68,1011,1006,1003,6,5,3,8,6.1
2012,4,22,32,29,27,26,25,24,89,79,60,1006,1004,1002,5,5,5,11,0
2012,4,23,32,28,26,27,25,22,89,78,68,1007,1005,1004,6,5,4,13,1.02
2012,4,24,32,29,27,27,26,25,84,76,70,1008,1006,1005,6,6,5,14,0
2012,4,25,32,30,27,27,26,25,91,80,60,1009,1007,1006,7,6,5,14,0
2012,4,26,32,28,23,26,24,21,89,75,58,1009,1007,1005,6,6,5,13,0
2012,4,27,32,29,27,27,26,25,89,80,68,1007,1005,1003,6,5,5,13,0
2012,4,28,31,28,26,27,25,23,94,83,73,1005,1004,1002,6,5,2,18,0
2012,4,29,31,27,23,24,22,19,94,81,62,1006,1005,1003,5,4,0,14,17.02
2012,4,30,31,27,23,27,24,21,94,86,79,1006,1004,1002,6,5,3,13,0
2012,5,1,28,25,22,24,22,21,100,90,78,1008,1005,1003,5,4,1,19,48.01
2012,5,2,31,27,23,25,23,22,90,77,58,1008,1006,1003,6,5,3,14,5.08
2012,5,3,32,29,25,25,24,23,89,72,56,1007,1005,1002,6,6,3,6,3.05
2012,5,4,31,27,24,24,22,19,89,74,61,1009,1005,1002,6,6,5,14,0
2012,5,5,32,28,24,24,22,20,83,68,52,1006,1004,1003,6,5,3,5,0
2012,5,6,34,29,25,25,23,20,94,65,33,1005,1003,1001,5,4,0,6,0
2012,5,7,33,29,26,25,24,21,96,72,53,1005,1003,1000,4,3,1,5,0
2012,5,8,32,29,26,27,26,24,89,80,65,1007,1005,1003,5,5,3,5,0
2012,5,9,32,29,27,27,26,25,94,79,68,1008,1007,1005,6,5,5,11,0
2012,5,10,32,29,26,26,24,20,89,74,58,1009,1008,1006,6,5,5,8,0
2012,5,11,32,29,27,26,25,24,88,73,53,1008,1006,1003,5,5,0,6,0
2012,5,12,32,29,27,26,26,25,89,76,65,1006,1004,1002,6,5,5,6,0
2012,5,13,32,28,24,27,24,23,94,81,70,1005,1004,1002,5,5,1,8,21.08
2012,5,14,32,29,27,28,27,24,89,83,75,1005,1004,1002,5,5,5,14,0
2012,5,15,32,30,28,27,26,22,94,75,58,1007,1005,1003,5,5,5,11,0
2012,5,16,29,26,23,27,24,22,100,87,75,1006,1004,1001,6,5,1,16,33.02
2012,5,17,32,29,25,28,26,23,89,81,68,1005,1002,1000,5,5,4,6,2.03
2012,5,18,32,29,26,28,26,22,94,78,63,1005,1003,1001,5,5,3,10,0
2012,5,19,33,30,27,28,26,24,94,81,62,1006,1004,1002,5,5,5,10,0
2012,5,20,33,30,27,26,24,22,84,71,51,1006,1004,1001,5,5,5,6,0
2012,5,21,33,30,27,28,26,25,94,79,62,1005,1003,1001,5,5,3,6,0
2012,5,22,33,29,26,27,27,26,94,81,68,1005,1003,1001,5,5,5,10,0
2012,5,23,33,30,27,28,27,25,84,76,68,1004,1002,1001,6,5,5,13,0
2012,5,24,33,30,28,28,27,26,94,80,68,1002,1001,999,6,5,5,14,0.25
2012,5,25,33,30,28,28,27,26,89,80,65,1002,1001,999,6,6,5,13,0
2012,5,26,33,30,28,28,27,25,94,78,65,1003,1001,999,6,5,5,8,0
2012,5,27,33,31,29,28,27,26,84,78,62,1003,1001,998,5,5,5,8,0
2012,5,28,31,29,28,27,26,25,90,80,71,1002,1001,999,6,5,5,11,7.11
2012,5,29,33,29,26,27,26,24,94,79,66,1010,1002,999,6,5,4,10,2.03
2012,5,30,33,30,27,27,26,26,95,81,65,1002,1000,997,6,5,3,8,0
2012,5,31,33,29,24,27,26,24,100,78,53,1000,999,996,6,5,1,6,58.93
2012,6,1,28,27,26,27,26,25,100,92,87,1001,1000,998,5,4,3,6,30.99
2012,6,2,30,28,26,26,26,25,94,83,74,1001,999,998,5,5,5,11,0
2012,6,3,32,28,24,28,26,7,94,80,23,1000,998,997,6,5,5,18,1.02
2012,6,4,32,31,29,29,28,27,89,84,73,1000,999,997,5,5,0,14,0
2012,6,5,30,27,24,28,24,21,100,85,66,1003,1000,998,6,5,0,18,4.06
2012,6,6,31,27,23,28,25,22,100,83,66,1003,1000,997,6,5,4,11,58.93
2012,6,7,33,30,27,28,26,24,89,80,66,1001,999,997,6,6,5,5,0
2012,6,8,34,30,26,29,27,25,94,81,65,1000,999,997,7,6,5,6,0
2012,6,9,33,31,29,28,27,25,94,82,73,1000,999,996,6,5,0,6,0
2012,6,10,32,30,28,27,27,25,89,81,65,1000,998,997,5,5,4,11,0
2012,6,11,32,29,27,27,27,26,94,81,68,1001,999,998,6,5,5,10,0
2012,6,12,33,30,27,27,26,25,89,77,56,1002,1001,999,6,6,6,13,0
2012,6,13,32,29,27,28,27,25,89,84,65,1003,1002,1001,6,6,5,14,0
2012,6,14,31,29,27,27,26,25,94,87,75,1004,1002,1001,6,5,5,11,23.11
2012,6,15,31,27,23,27,26,23,100,90,74,1004,1001,999,5,4,1,16,17.02
2012,6,16,25,24,23,25,23,23,100,96,89,1001,999,997,5,3,2,11,49.02
2012,6,17,31,27,24,27,25,23,94,83,68,1000,998,996,6,6,3,3,1.02
2012,6,18,33,30,27,27,26,25,94,81,68,1000,998,996,6,6,6,10,0
2012,6,19,33,30,27,27,26,25,95,83,58,997,995,993,6,5,4,8,3.05
2012,6,20,32,29,26,27,26,24,94,80,63,996,994,993,6,6,4,18,5.08
2012,6,21,32,29,26,27,26,25,94,83,68,1000,997,995,5,5,5,16,4.06
2012,6,22,31,28,26,26,26,24,95,87,71,1005,1001,999,5,4,3,16,11.94
2012,6,23,29,28,26,27,26,24,100,91,79,1002,1000,998,5,4,2,16,80.01
2012,6,24,27,26,25,26,26,24,100,95,91,1001,999,998,5,3,2,18,9.91
2012,6,25,28,27,25,26,24,23,100,85,74,1003,1001,999,5,4,3,10,0
2012,6,26,26,24,24,25,24,23,100,98,94,1001,1000,998,5,2,0,19,0
2012,6,27,30,28,25,25,24,23,94,85,70,1002,1001,999,7,6,4,10,0
2012,6,28,32,28,24,27,26,23,94,84,74,1001,999,997,6,5,5,6,0
2012,6,29,31,29,27,28,26,25,94,84,70,1000,998,996,6,5,5,8,0
2012,6,30,31,29,27,27,26,26,94,84,75,998,997,995,6,5,4,8,0
2012,7,1,32,29,27,26,25,24,89,76,66,999,996,990,6,6,5,8,0
2012,7,2,30,28,27,26,25,24,89,81,74,1000,999,998,6,6,5,13,0
2012,7,3,31,29,25,26,26,24,94,87,79,1000,999,997,6,5,5,18,25.91
2012,7,4,33,29,25,27,26,24,96,86,77,1000,999,998,6,6,5,18,1.02
2012,7,5,30,28,27,27,26,25,95,83,68,1002,1000,999,6,6,3,13,2.03
2012,7,6,32,29,27,27,26,25,95,83,74,1002,1000,998,6,6,6,13,0
2012,7,7,31,29,27,26,26,25,89,82,71,1000,998,996,6,6,5,13,2.03
2012,7,8,31,28,26,26,25,24,94,82,68,1001,999,997,6,5,5,14,0.51
2012,7,9,31,28,26,26,26,24,94,81,70,1003,1001,1000,6,6,5,18,0
2012,7,10,31,28,26,26,25,24,94,85,74,1006,1004,1003,6,5,3,14,5.08
2012,7,11,29,28,27,26,25,24,91,85,79,1006,1004,1002,6,5,2,11,5.08
2012,7,12,29,27,26,27,26,25,94,89,84,1004,1003,1001,5,4,1,8,7.87
2012,7,13,30,28,25,28,26,24,94,92,87,1004,1002,1000,5,4,1,10,0
2012,7,14,29,28,26,27,26,25,95,90,83,1003,1001,1000,5,4,2,10,2.03
2012,7,15,30,28,26,26,26,25,95,90,79,1005,1003,1002,6,5,3,13,0
2012,7,16,29,27,25,26,25,24,100,88,74,1006,1004,1003,6,5,5,14,8.89
2012,7,17,27,27,26,26,25,24,94,93,89,1004,1003,1001,5,3,1,21,3.05
2012,7,18,28,27,26,27,25,2,94,89,21,1003,1000,998,5,4,3,11,3.05
2012,7,19,30,28,26,27,26,25,96,89,84,1000,998,996,6,5,5,6,2.03
2012,7,20,32,29,26,26,25,24,94,80,66,1001,999,997,6,6,5,8,1.02
2012,7,21,31,28,26,27,25,24,94,81,63,1004,1002,1000,6,5,5,18,1.02
2012,7,22,30,28,26,26,26,24,94,85,77,1003,1002,1000,6,5,3,16,0
2012,7,23,30,28,26,27,26,25,100,91,79,1001,999,998,5,5,2,14,71.88
2012,7,24,29,27,25,27,26,24,94,92,84,1001,999,995,5,4,2,13,8.89
2012,7,25,30,28,26,26,25,24,92,81,71,1002,999,997,6,6,5,11,3.05
2012,7,26,30,28,26,27,26,24,94,88,81,1000,999,997,6,5,4,14,2.03
2012,7,27,28,27,25,26,25,24,96,91,84,1001,999,998,5,4,3,18,7.11
2012,7,28,28,27,26,27,23,2,96,87,21,1001,1000,998,5,4,2,13,30.99
2012,7,29,28,27,25,26,25,24,100,93,84,1002,1000,999,5,4,2,11,13.97
2012,7,30,28,27,25,26,25,24,100,91,81,1002,1000,998,5,5,3,16,4.06
2012,7,31,28,27,25,26,25,24,100,91,81,1001,999,998,5,5,3,14,2.03
2012,8,1,29,27,25,26,25,24,100,87,74,1000,999,997,5,5,3,14,9.91
2012,8,2,31,28,25,27,26,24,94,86,76,1001,998,996,6,5,5,11,0
2012,8,3,33,30,27,27,26,25,95,83,63,1000,997,994,6,5,5,8,5.08
2012,8,4,32,29,27,28,26,25,89,81,68,1000,998,995,7,6,3,16,2.03
2012,8,5,29,28,26,26,25,24,94,84,68,1002,1000,999,6,6,4,14,0
2012,8,6,30,28,25,26,24,2,100,83,20,1003,1002,1001,6,5,4,16,0
2012,8,7,30,28,26,27,26,25,94,89,84,1004,1002,1001,5,5,5,11,0.25
2012,8,8,30,28,26,27,26,25,94,88,81,1003,1001,999,6,5,3,6,0
2012,8,9,30,28,26,26,26,25,94,83,68,1001,999,996,6,6,5,11,0
2012,8,10,31,28,26,26,25,24,94,81,70,1004,1000,998,6,5,4,10,0
2012,8,11,31,28,25,26,25,24,94,85,75,1005,1003,1001,6,5,4,13,2.03
2012,8,12,26,26,25,25,24,2,100,92,22,1005,1003,1001,5,3,2,11,3.05
2012,8,13,29,27,25,26,25,24,100,91,80,1004,1002,1000,6,5,4,6,13.97
2012,8,14,30,28,25,26,26,24,96,89,79,1003,1002,999,6,5,4,10,1.02
2012,8,15,30,28,27,27,26,25,95,86,74,1007,1002,999,6,5,3,8,1.02
2012,8,16,32,29,26,27,26,25,94,82,65,1002,1000,998,6,5,5,8,0
2012,8,17,32,29,26,27,26,25,94,82,66,1002,1000,998,6,5,5,11,0
2012,8,18,32,29,26,27,26,25,94,81,63,1002,1000,999,6,6,5,11,0
2012,8,19,31,29,26,27,26,24,95,86,77,1005,1003,1001,6,5,5,13,0
2012,8,20,29,28,26,27,26,25,96,91,84,1005,1004,1003,5,5,2,11,2.03
2012,8,21,31,28,26,27,26,25,94,85,75,1007,1005,1004,6,5,3,13,1.02
2012,8,22,32,29,27,27,26,25,95,82,71,1007,1006,1004,6,5,5,11,0
2012,8,23,32,29,25,27,26,25,100,83,60,1007,1004,1002,6,5,4,8,4.06
2012,8,24,32,29,27,27,26,25,94,82,68,1004,1002,1000,6,5,5,6,0
2012,8,25,32,29,27,27,27,26,94,85,68,1005,1003,1001,6,5,5,6,0
2012,8,26,32,29,27,27,26,25,94,83,70,1006,1003,1001,6,5,4,10,3.05
2012,8,27,32,29,26,27,26,22,100,83,63,1005,1003,1001,6,5,5,11,0.76
2012,8,28,32,29,26,27,26,25,100,85,70,1006,1003,1001,6,5,4,6,5.08
2012,8,29,32,29,26,27,26,25,94,85,66,1006,1004,1002,6,5,4,2,0.25
2012,8,30,32,29,26,27,26,25,94,81,65,1007,1005,1003,6,6,5,10,0
2012,8,31,31,28,26,27,26,25,94,80,68,1009,1004,1002,6,5,5,11,0
2012,9,1,31,29,27,27,26,25,95,83,73,1004,1002,1000,6,6,5,8,0
2012,9,2,32,29,26,27,26,25,100,82,60,1004,1002,1000,7,6,1,8,50.04
2012,9,3,31,28,26,27,26,25,95,84,68,1004,1003,1001,6,6,3,10,2.03
2012,9,4,29,27,24,26,24,23,100,87,68,1007,1005,1003,6,5,3,11,4.06
2012,9,5,30,28,25,27,25,24,100,84,65,1008,1007,1005,6,6,4,8,1.02
2012,9,6,31,28,25,27,26,24,94,86,70,1009,1007,1005,6,5,5,5,0
2012,9,7,33,29,26,29,27,25,94,83,65,1006,1004,1001,6,5,4,8,0
2012,9,8,31,28,26,28,27,25,94,87,71,1005,1003,1001,6,5,4,5,4.06
2012,9,9,30,28,26,26,26,25,94,84,74,1007,1005,1003,6,5,4,6,0.51
2012,9,10,31,29,27,26,25,24,89,80,60,1007,1005,1003,7,6,5,11,0.51
2012,9,11,29,27,25,26,26,25,100,90,79,1007,1005,1003,6,5,4,14,0.51
2012,9,12,30,28,26,26,26,25,94,91,80,1007,1005,1003,6,5,4,14,7.11
2012,9,13,29,27,26,27,26,24,94,90,84,1007,1005,1003,6,5,5,14,0
2012,9,14,31,28,26,27,26,25,96,85,68,1005,1003,1000,6,6,6,11,0
2012,9,15,31,28,26,26,26,24,94,81,66,1003,1001,999,6,6,5,11,0
2012,9,16,32,29,26,27,26,25,92,81,68,1006,1004,1001,6,5,5,13,0
2012,9,17,32,29,27,26,26,25,94,82,68,1008,1006,1005,6,6,5,11,0
2012,9,18,31,28,26,27,26,25,100,83,71,1008,1007,1005,6,5,5,13,0
2012,9,19,31,28,26,27,26,25,94,81,65,1008,1006,1004,6,5,5,11,0
2012,9,20,31,28,26,27,26,25,94,83,68,1008,1007,1005,6,5,5,11,0.25
2012,9,21,31,28,26,26,26,25,94,80,63,1009,1007,1005,6,5,5,10,0
2012,9,22,31,28,26,26,26,25,94,82,65,1009,1007,1004,6,5,5,8,0.51
2012,9,23,31,28,26,27,26,25,94,84,74,1007,1005,1003,6,5,3,8,0
2012,9,24,31,28,26,27,27,25,96,85,75,1006,1004,1002,5,5,2,6,13.97
2012,9,25,33,29,26,27,26,25,100,86,70,1007,1005,1003,6,5,3,3,5.08
2012,9,26,33,29,26,28,26,25,100,85,73,1009,1007,1005,6,5,5,5,0.76
2012,9,27,33,29,26,28,26,25,94,80,63,1010,1008,1005,6,5,5,5,0
2012,9,28,33,30,27,28,27,25,94,84,75,1010,1007,1004,6,5,4,5,0
2012,9,29,32,29,26,27,26,24,94,82,66,1011,1008,1005,5,5,5,5,0
2012,9,30,29,28,27,27,26,25,94,89,79,1011,1009,1007,5,5,5,3,0
2012,10,1,32,29,26,27,26,25,94,84,66,1011,1009,1007,6,5,5,3,0
2012,10,2,31,28,25,27,25,24,100,90,75,1011,1009,1007,6,5,3,8,0
2012,10,3,27,26,25,26,25,24,100,94,89,1009,1007,1006,5,4,2,8,0
2012,10,4,31,28,25,26,25,24,94,92,75,1006,1005,1003,5,4,1,10,0
2012,10,5,26,24,24,25,24,24,100,96,94,1008,1006,1004,5,3,1,6,0
2012,10,6,31,28,25,26,25,24,94,83,70,1009,1008,1006,7,6,5,5,0
2012,10,7,33,29,26,27,26,25,94,81,63,1010,1008,1006,7,6,4,3,0
2012,10,8,33,29,25,27,25,23,94,83,66,1009,1008,1006,6,5,2,5,0
2012,10,9,32,28,25,26,25,24,94,82,70,1009,1007,1004,6,5,5,3,0
2012,10,10,29,27,25,26,25,24,94,89,79,1009,1007,1005,6,5,4,5,0
2012,10,11,27,26,25,25,24,24,100,93,84,1008,1006,1002,6,5,4,18,0
2012,10,12,30,27,24,26,25,24,100,87,74,1010,1009,1007,6,5,3,6,0
2012,10,13,30,28,25,26,25,24,94,85,74,1011,1010,1008,6,5,5,6,0
2012,10,14,31,28,25,26,25,24,94,83,74,1012,1010,1008,5,5,4,6,0
2012,10,15,30,28,25,26,25,24,100,85,74,1013,1011,1009,5,4,3,8,0
2012,10,16,31,28,25,26,26,25,100,84,70,1013,1011,1009,5,4,1,5,0
2012,10,17,32,29,26,27,26,25,100,83,66,1013,1010,1008,5,4,1,3,0
2012,10,18,32,29,26,27,26,25,94,82,58,1013,1011,1009,5,4,1,3,0
2012,10,19,33,29,26,26,26,24,94,83,62,1013,1011,1009,5,4,2,2,0
2012,10,20,32,29,25,26,26,25,100,82,63,1013,1011,1010,5,4,0,2,0
2012,10,21,32,28,25,27,25,25,96,79,60,1014,1012,1010,5,4,2,5,0
2012,10,22,33,29,25,26,24,24,94,78,59,1014,1011,1009,5,5,3,6,0
2012,10,23,32,28,24,25,24,23,100,82,65,1013,1010,1008,5,4,1,5,0
2012,10,24,31,27,24,24,23,22,94,74,58,1011,1009,1007,4,4,3,5,0
2012,10,25,31,27,23,23,21,16,97,70,43,1011,1009,1007,5,5,3,6,0
2012,10,26,31,26,21,21,19,17,100,68,35,1012,1010,1008,5,5,3,8,0
2012,10,27,29,24,20,21,19,16,94,69,45,1011,1009,1007,5,5,3,5,0
2012,10,28,30,26,21,23,22,20,96,73,52,1012,1009,1007,5,5,3,8,0
2012,10,29,32,27,23,25,23,21,89,76,62,1011,1009,1007,5,5,3,8,0
2012,10,30,32,28,24,26,24,23,100,81,60,1011,1009,1007,5,4,2,3,0
2012,10,31,32,27,23,26,25,23,100,81,60,1012,1010,1008,5,4,3,3,0
2012,11,1,31,28,25,26,24,23,94,79,56,1012,1010,1008,5,4,1,2,0
2012,11,2,31,28,25,25,24,22,94,78,58,1012,1010,1008,5,4,2,3,0
2012,11,3,28,27,24,24,23,21,97,83,56,1012,1010,1009,4,4,3,6,0
2012,11,4,27,25,23,23,22,21,94,84,69,1012,1010,1009,6,6,5,13,0
2012,11,5,29,26,22,26,23,21,100,80,62,1011,1009,1008,6,5,3,2,0
2012,11,6,31,28,25,25,24,24,94,82,66,1012,1010,1008,6,5,3,6,0
2012,11,7,28,26,23,25,24,22,94,89,84,1011,1009,1003,6,5,4,2,0.25
